name,city,country,iata_code,_geoloc,links_count,objectID
Linate,Milan,Italy,LIN,"{'lat': 45.445103, 'lng': 9.276739}",120,1529
Tille,Beauvais,France,BVA,"{'lat': 49.454444, 'lng': 2.112778}",120,1367
Zhuhai Airport,Zhuhai,China,ZUH,"{'lat': 22.0064, 'lng': 113.376}",119,6355
Murtala Muhammed,Lagos,Nigeria,LOS,"{'lat': 6.577369, 'lng': 3.321156}",119,273
Ted Stevens Anchorage Intl,Anchorage,United States,ANC,"{'lat': 61.174361, 'lng': -149.996361}",118,3774
Cochin,Kochi,India,COK,"{'lat': 10.155556, 'lng': 76.391389}",118,3136
Jeju Intl,Cheju,South Korea,CJU,"{'lat': 33.511306, 'lng': 126.493028}",118,2370
Chaklala,Islamabad,Pakistan,ISB,"{'lat': 33.616653, 'lng': 73.099233}",117,2223
Liverpool,Liverpool,United Kingdom,LPL,"{'lat': 53.333611, 'lng': -2.849722}",116,491
Vilnius Intl,Vilnius,Lithuania,VNO,"{'lat': 54.634133, 'lng': 25.285767}",116,3959
Deputado Luis Eduardo Magalhaes,Salvador,Brazil,SSA,"{'lat': -12.910994, 'lng': -38.331044}",116,2621
Dalaman,Dalaman,Turkey,DLM,"{'lat': 36.713056, 'lng': 28.7925}",116,1715
Balice,Krakow,Poland,KRK,"{'lat': 50.077731, 'lng': 19.784836}",114,669
Princess Juliana Intl,Philipsburg,Netherlands Antilles,SXM,"{'lat': 18.040953, 'lng': -63.1089}",114,2899
Viracopos,Campinas,Brazil,VCP,"{'lat': -23.0075, 'lng': -47.134444}",114,2578
Memphis Intl,Memphis,United States,MEM,"{'lat': 35.042417, 'lng': -89.976667}",112,3473
Laishan,Yantai,China,YNT,"{'lat': 37.401667, 'lng': 121.371667}",112,3392
Hasanuddin,Ujung Pandang,Indonesia,UPG,"{'lat': -5.061631, 'lng': 119.554042}",112,3240
Metropolitan Oakland Intl,Oakland,United States,OAK,"{'lat': 37.721278, 'lng': -122.220722}",111,3453
Allama Iqbal Intl,Lahore,Pakistan,LHE,"{'lat': 31.521564, 'lng': 74.403594}",111,2207
Cairns Intl,Cairns,Australia,CNS,"{'lat': -16.885833, 'lng': 145.755278}",110,3322
Tancredo Neves Intl,Belo Horizonte,Brazil,CNF,"{'lat': -19.63375, 'lng': -43.968856}",110,2537
Sacramento Intl,Sacramento,United States,SMF,"{'lat': 38.695417, 'lng': -121.590778}",108,3817
Minsk 2,Minsk 2,Belarus,MSQ,"{'lat': 53.882469, 'lng': 28.030731}",108,2954
Kotoka Intl,Accra,Ghana,ACC,"{'lat': 5.605186, 'lng': -0.166786}",107,248
Landvetter,Gothenborg,Sweden,GOT,"{'lat': 57.662836, 'lng': 12.279819}",106,687
Sola,Stavanger,Norway,SVG,"{'lat': 58.876778, 'lng': 5.637856}",106,666
Dushanbe,Dushanbe,Tajikistan,DYU,"{'lat': 38.543333, 'lng': 68.825}",106,2979
Firenze,Florence,Italy,FLR,"{'lat': 43.809953, 'lng': 11.2051}",106,1563
El Salvador Intl,San Salvador,El Salvador,SAL,"{'lat': 13.440947, 'lng': -89.055728}",105,1892
Esenboga,Ankara,Turkey,ESB,"{'lat': 40.128082, 'lng': 32.995083}",105,1682
Madeira,Funchal,Portugal,FNC,"{'lat': 32.697889, 'lng': -16.774453}",104,4091
Kota Kinabalu Intl,Kota Kinabalu,Malaysia,BKI,"{'lat': 5.937208, 'lng': 116.051181}",104,3269
Astana Intl,Tselinograd,Kazakhstan,TSE,"{'lat': 51.022222, 'lng': 71.466944}",104,2910
Olbia Costa Smeralda,Olbia,Italy,OLB,"{'lat': 40.898661, 'lng': 9.517628}",104,1520
Bradley Intl,Windsor Locks,United States,BDL,"{'lat': 41.938889, 'lng': -72.683222}",103,3825
Ioannis Kapodistrias Intl,Kerkyra/corfu,Greece,CFU,"{'lat': 39.601944, 'lng': 19.911667}",103,1460
Port Moresby Jacksons Intl,Port Moresby,Papua New Guinea,POM,"{'lat': -9.443383, 'lng': 147.22005}",102,5
Adelaide Intl,Adelaide,Australia,ADL,"{'lat': -34.945, 'lng': 138.530556}",102,3341
Abidjan Felix Houphouet Boigny Intl,Abidjan,Cote d'Ivoire,ABJ,"{'lat': 5.261386, 'lng': -3.926294}",102,253
Lech Walesa,Gdansk,Poland,GDN,"{'lat': 54.377569, 'lng': 18.466222}",101,668
Los Cabos Intl,San Jose Del Cabo,Mexico,SJD,"{'lat': 23.15185, 'lng': -109.721044}",101,1840
Neuenland,Bremen,Germany,BRE,"{'lat': 53.0475, 'lng': 8.786667}",100,353
Ciampino,Rome,Italy,CIA,"{'lat': 41.799361, 'lng': 12.594936}",100,1553
Bari,Bari,Italy,BRI,"{'lat': 41.138856, 'lng': 16.760594}",100,1501
Xining Caojiabu Airport,Xining,China,XNN,"{'lat': 36.5275, 'lng': 102.043}",99,6366
Yangon Intl,Yangon,Burma,RGN,"{'lat': 16.907305, 'lng': 96.133222}",99,3239
Douala,Douala,Cameroon,DLA,"{'lat': 4.006081, 'lng': 9.719481}",98,897
Prince Mohammad Bin Abdulaziz,Madinah,Saudi Arabia,MED,"{'lat': 24.553422, 'lng': 39.705061}",98,2074
Girona,Gerona,Spain,GRO,"{'lat': 41.900969, 'lng': 2.760547}",98,1222
Mactan Cebu Intl,Cebu,Philippines,CEB,"{'lat': 10.307542, 'lng': 123.979439}",97,4206
Orlando Sanford Intl,Sanford,United States,SFB,"{'lat': 28.777639, 'lng': -81.237489}",97,4167
Split,Split,Croatia,SPU,"{'lat': 43.538944, 'lng': 16.297964}",97,1206
Halifax Intl,Halifax,Canada,YHZ,"{'lat': 44.880833, 'lng': -63.50861}",95,73
Chiang Mai Intl,Chiang Mai,Thailand,CNX,"{'lat': 18.766847, 'lng': 98.962644}",95,3931
Nurnberg,Nuernberg,Germany,NUE,"{'lat': 49.4987, 'lng': 11.066897}",95,347
Tripoli Intl,Tripoli,Libya,TIP,"{'lat': 32.663544, 'lng': 13.159011}",95,1157
Wuxi Airport,Wuxi,China,WUX,"{'lat': 31.4944, 'lng': 120.429}",94,6390
Billund,Billund,Denmark,BLL,"{'lat': 55.740322, 'lng': 9.151778}",94,608
Frankfurt Hahn,Hahn,Germany,HHN,"{'lat': 49.948672, 'lng': 7.263892}",94,355
Congonhas,Sao Paulo,Brazil,CGH,"{'lat': -23.626692, 'lng': -46.655375}",94,2618
Las Americas Intl,Santo Domingo,Dominican Republic,SDQ,"{'lat': 18.429664, 'lng': -69.668925}",93,1762
Luanda 4 De Fevereiro,Luanda,Angola,LAD,"{'lat': -8.858375, 'lng': 13.231178}",92,951
Dubai Al Maktoum,Dubai,United Arab Emirates,DWC,"{'lat': 24.55056, 'lng': 55.103174}",92,8076
Emelyanovo,Krasnoyarsk,Russia,KJA,"{'lat': 56.18, 'lng': 92.475}",92,4374
Licenciado Gustavo Diaz Ordaz Intl,Puerto Vallarta,Mexico,PVR,"{'lat': 20.680083, 'lng': -105.254167}",92,1836
Jacksonville Intl,Jacksonville,United States,JAX,"{'lat': 30.494056, 'lng': -81.687861}",91,3712
Pashkovskiy,Krasnodar,Russia,KRR,"{'lat': 45.034689, 'lng': 39.170539}",91,2960
Keflavik International Airport,Keflavik,Iceland,KEF,"{'lat': 63.985, 'lng': -22.605556}",91,16
Enfidha - Zine El Abidine Ben Ali International Airport,Enfidha,Tunisia,NBE,"{'lat': 36.075833, 'lng': 10.438611}",90,7447
Darwin Intl,Darwin,Australia,DRW,"{'lat': -12.4083333, 'lng': 130.87266}",90,3999
Zvartnots,Yerevan,Armenia,EVN,"{'lat': 40.147275, 'lng': 44.395881}",90,3964
Manas,Bishkek,Kyrgyzstan,FRU,"{'lat': 43.061306, 'lng': 74.477556}",90,2912
Reina Beatrix Intl,Oranjestad,Aruba,AUA,"{'lat': 12.501389, 'lng': -70.015221}",90,2895
Souda,Chania,Greece,CHQ,"{'lat': 35.531747, 'lng': 24.149678}",90,1474
Kos,Kos,Greece,KGS,"{'lat': 36.793335, 'lng': 27.091667}",90,1458
Sangster Intl,Montego Bay,Jamaica,MBJ,"{'lat': 18.503717, 'lng': -77.913358}",89,1780
Ottawa Macdonald Cartier Intl,Ottawa,Canada,YOW,"{'lat': 45.3225, 'lng': -75.669167}",89,100
Quanzhou Airport,Quanzhou,China,JJN,"{'lat': 24.7964, 'lng': 118.59}",88,6386
Palm Beach Intl,West Palm Beach,United States,PBI,"{'lat': 26.683161, 'lng': -80.095589}",88,3722
Tribhuvan Intl,Kathmandu,Nepal,KTM,"{'lat': 27.696583, 'lng': 85.3591}",88,3125
Jose Marti Intl,Havana,Cuba,HAV,"{'lat': 22.989153, 'lng': -82.409086}",87,1909
Cape Town Intl,Cape Town,South Africa,CPT,"{'lat': -33.964806, 'lng': 18.601667}",86,797
Vaernes,Trondheim,Norway,TRD,"{'lat': 63.457556, 'lng': 10.92425}",86,665
John Wayne Arpt Orange Co,Santa Ana,United States,SNA,"{'lat': 33.675667, 'lng': -117.868222}",86,3867
Salgado Filho,Porto Alegre,Brazil,POA,"{'lat': -29.994428, 'lng': -51.171428}",86,2599
Afonso Pena,Curitiba,Brazil,CWB,"{'lat': -25.528475, 'lng': -49.175775}",86,2545
Torino,Torino,Italy,TRN,"{'lat': 45.200761, 'lng': 7.649631}",86,1526
Elmas,Cagliari,Italy,CAG,"{'lat': 39.251469, 'lng': 9.054283}",86,1519
Male Intl,Male,Maldives,MLE,"{'lat': 4.191833, 'lng': 73.529128}",85,3156
Zagreb,Zagreb,Croatia,ZAG,"{'lat': 45.742931, 'lng': 16.068778}",85,1208
Pafos Intl,Paphos,Cyprus,PFO,"{'lat': 34.718039, 'lng': 32.485731}",85,1198
Kahului,Kahului,United States,OGG,"{'lat': 20.89865, 'lng': -156.430458}",84,3456
Penang Intl,Penang,Malaysia,PEN,"{'lat': 5.297139, 'lng': 100.276864}",84,3308
Thiruvananthapuram Intl,Trivandrum,India,TRV,"{'lat': 8.482122, 'lng': 76.920114}",84,3153
Osaka Intl,Osaka,Japan,ITM,"{'lat': 34.785528, 'lng': 135.438222}",84,2334
Albuquerque International Sunport,Albuquerque,United States,ABQ,"{'lat': 35.0402222, 'lng': -106.6091944}",83,4019
Louisville International Airport,Louisville,United States,SDF,"{'lat': 38.1740858, 'lng': -85.7364989}",83,4014
Nadi Intl,Nandi,Fiji,NAN,"{'lat': -17.755392, 'lng': 177.443378}",83,1960
General Abelardo L Rodriguez Intl,Tijuana,Mexico,TIJ,"{'lat': 32.541064, 'lng': -116.970158}",83,1847
Sir Seewoosagur Ramgoolam Intl,Plaisance,Mauritius,MRU,"{'lat': -20.430235, 'lng': 57.6836}",82,893
Dyce,Aberdeen,United Kingdom,ABZ,"{'lat': 57.201944, 'lng': -2.197778}",82,532
Irkutsk,Irkutsk,Russia,IKT,"{'lat': 52.268028, 'lng': 104.388975}",82,2937
Will Rogers World,Oklahoma City,United States,OKC,"{'lat': 35.393089, 'lng': -97.600733}",81,3863
Borg El Arab Intl,Alexandria,Egypt,HBE,"{'lat': 30.917669, 'lng': 29.696407999999998}",81,3410
Siem Reap,Siem-reap,Cambodia,REP,"{'lat': 13.410665999999999, 'lng': 103.81284}",81,3035
Winnipeg Intl,Winnipeg,Canada,YWG,"{'lat': 49.910036, 'lng': -97.239886}",81,160
Khartoum,Khartoum,Sudan,KRT,"{'lat': 15.589497, 'lng': 32.553161}",81,1175
Cadjehoun,Cotonou,Benin,COO,"{'lat': 6.357228, 'lng': 2.384353}",80,245
Sungshan,Taipei,Taiwan,TSA,"{'lat': 25.069722, 'lng': 121.5525}",80,2275
Lesquin,Lille,France,LIL,"{'lat': 50.561942, 'lng': 3.089444}",80,1399
Leipzig Halle,Leipzig,Germany,LEJ,"{'lat': 51.432447, 'lng': 12.241633}",79,348
Hurghada Intl,Hurghada,Egypt,HRG,"{'lat': 27.178317, 'lng': 33.799436}",79,1130
Mariscal Sucre Intl,Quito,Ecuador,UIO,"{'lat': -0.141144, 'lng': -78.488214}",78,2688
Gimpo,Seoul,South Korea,GMP,"{'lat': 37.558311, 'lng': 126.790586}",78,2378
Shiraz Shahid Dastghaib Intl,Shiraz,Iran,SYZ,"{'lat': 29.539242, 'lng': 52.589786}",78,2157
Campo Dell Oro,Ajaccio,France,AJA,"{'lat': 41.923637, 'lng': 8.802917}",78,1324
Kigali Intl,Kigali,Rwanda,KGL,"{'lat': -1.9686279999999998, 'lng': 30.13945}",78,1165
Faa\\'a International,Papeete,French Polynesia,PPT,"{'lat': -17.556667, 'lng': -149.611389}",77,4075
Sharm El Sheikh Intl,Sharm El Sheikh,Egypt,SSH,"{'lat': 27.977222, 'lng': 34.394722}",77,4057
La Aurora,Guatemala City,Guatemala,GUA,"{'lat': 14.583272000000001, 'lng': -90.527475}",77,1767
Villafranca,Villafranca,Italy,VRN,"{'lat': 45.395706, 'lng': 10.888533}",77,1550
Jersey,Jersey,Jersey,JER,"{'lat': 49.207947, 'lng': -2.195508}",76,499
Niederrhein,Weeze,Germany,NRN,"{'lat': 51.602222, 'lng': 6.141944}",76,4198
Tallinn,Tallinn-ulemiste International,Estonia,TLL,"{'lat': 59.413317, 'lng': 24.832844}",76,415
Richmond Intl,Richmond,United States,RIC,"{'lat': 37.505167, 'lng': -77.319667}",76,3608
Yakutsk,Yakutsk,Russia,YKS,"{'lat': 62.09325, 'lng': 129.770672}",76,2923
Treviso,Treviso,Italy,TSF,"{'lat': 45.6484, 'lng': 12.194422}",76,1539
Sanaa Intl,Sanaa,Yemen,SAH,"{'lat': 15.476258, 'lng': 44.219739}",75,3980
Dallas Love Fld,Dallas,United States,DAL,"{'lat': 32.847111, 'lng': -96.851778}",75,3502
Novy,Khabarovsk,Russia,KHV,"{'lat': 48.528044, 'lng': 135.188361}",75,2927
Torp,Sandefjord,Norway,TRF,"{'lat': 59.186703, 'lng': 10.258628}",74,664
Moss,Rygge,Norway,RYG,"{'lat': 59.378933, 'lng': 10.785389}",74,657
Changzhou,Changzhou,China,CZX,"{'lat': 31.941667, 'lng': 119.711667}",74,4109
Norfolk Intl,Norfolk,United States,ORF,"{'lat': 36.894611, 'lng': -76.201222}",74,3611
Zarzis,Djerba,Tunisia,DJE,"{'lat': 33.875031, 'lng': 10.775461}",73,293
Sepinggan,Balikpapan,Indonesia,BPN,"{'lat': -1.268272, 'lng': 116.894478}",72,3919
Guararapes Gilberto Freyre Intl,Recife,Brazil,REC,"{'lat': -8.126794, 'lng': -34.923039}",72,2610
Christchurch Intl,Christchurch,New Zealand,CHC,"{'lat': -43.489358, 'lng': 172.532225}",72,2009
Poretta,Bastia,France,BIA,"{'lat': 42.552664, 'lng': 9.483731}",72,1321
Tirana Rinas,Tirana,Albania,TIA,"{'lat': 41.414742, 'lng': 19.720561}",72,1190
Wai Sha Airport,Shantou,China,SWA,"{'lat': 23.4, 'lng': 116.683}",71,4302
Buffalo Niagara Intl,Buffalo,United States,BUF,"{'lat': 42.940525, 'lng': -78.732167}",71,3820
Birmingham Intl,Birmingham,United States,BHM,"{'lat': 33.562942, 'lng': -86.75355}",71,3811
Jose Joaquin De Olmedo Intl,Guayaquil,Ecuador,GYE,"{'lat': -2.157419, 'lng': -79.883558}",71,2673
Pinto Martins Intl,Fortaleza,Brazil,FOR,"{'lat': -3.776283, 'lng': -38.532556}",71,2559
Belfast Intl,Belfast,United Kingdom,BFS,"{'lat': 54.6575, 'lng': -6.215833}",70,465
Ahmedabad,Ahmedabad,India,AMD,"{'lat': 23.077242, 'lng': 72.63465}",70,2994
Piarco,Port-of-spain,Trinidad and Tobago,POS,"{'lat': 10.595369, 'lng': -61.337242}",70,2902
Val De Cans Intl,Belem,Brazil,BEL,"{'lat': -1.37925, 'lng': -48.476292}",70,2526
Guam Intl,Agana,Guam,GUM,"{'lat': 13.48345, 'lng': 144.795983}",70,2246
Santiago,Santiago,Spain,SCQ,"{'lat': 42.896333, 'lng': -8.415144}",70,1243
Menorca,Menorca,Spain,MAH,"{'lat': 39.862597, 'lng': 4.218647}",70,1231
Tbilisi,Tbilisi,Georgia,TBS,"{'lat': 41.669167, 'lng': 44.954722}",69,3973
Charleston Afb Intl,Charleston,United States,CHS,"{'lat': 32.898647, 'lng': -80.040528}",69,3806
Eppley Afld,Omaha,United States,OMA,"{'lat': 41.303167, 'lng': -95.894069}",69,3454
V C Bird Intl,Antigua,Antigua and Barbuda,ANU,"{'lat': 17.136749, 'lng': -61.792667}",69,2874
Salzburg,Salzburg,Austria,SZG,"{'lat': 47.793304, 'lng': 13.004333}",69,1612
Entzheim,Strasbourg,France,SXB,"{'lat': 48.538319, 'lng': 7.628233}",69,1435
Cork,Cork,Ireland,ORK,"{'lat': 51.841269, 'lng': -8.491111}",68,596
Myrtle Beach Intl,Myrtle Beach,United States,MYR,"{'lat': 33.67975, 'lng': -78.928333}",68,3515
Pune,Pune,India,PNQ,"{'lat': 18.582111, 'lng': 73.919697}",68,3017
Es Senia,Oran,Algeria,ORN,"{'lat': 35.623858, 'lng': -0.6211829999999999}",68,231
Chisinau Intl,Chisinau,Moldova,KIV,"{'lat': 46.927744, 'lng': 28.930978}",68,1735
Lusaka Intl,Lusaka,Zambia,LUN,"{'lat': -15.330817, 'lng': 28.452628}",67,907
Dortmund,Dortmund,Germany,DTM,"{'lat': 51.518314, 'lng': 7.612242}",67,373
Entebbe Intl,Entebbe,Uganda,EBB,"{'lat': 0.042386, 'lng': 32.443503}",67,1187
Mwalimu Julius K Nyerere Intl,Dar Es Salaam,Tanzania,DAR,"{'lat': -6.878111, 'lng': 39.202625}",67,1177
Strachowice,Wroclaw,Poland,WRO,"{'lat': 51.102683, 'lng': 16.885836}",66,680
Khudzhand Airport,Khudzhand,Tajikistan,LBD,"{'lat': 40.2154, 'lng': 69.6947}",66,6147
Rotterdam,Rotterdam,Netherlands,RTM,"{'lat': 51.956944, 'lng': 4.437222}",66,591
Southampton,Southampton,United Kingdom,SOU,"{'lat': 50.950261, 'lng': -1.356803}",66,495
Danang Intl,Danang,Vietnam,DAD,"{'lat': 16.043917, 'lng': 108.19937}",66,3196
Cyril E King,St. Thomas,Virgin Islands,STT,"{'lat': 18.337306, 'lng': -64.973361}",66,2883
Marechal Rondon,Cuiaba,Brazil,CGB,"{'lat': -15.652931, 'lng': -56.116719}",66,2548
Ouagadougou,Ouagadougou,Burkina Faso,OUA,"{'lat': 12.353194, 'lng': -1.5124170000000001}",66,246
Ljubljana,Ljubljana,Slovenia,LJU,"{'lat': 46.223686, 'lng': 14.457611}",66,1569
Tenerife Norte,Tenerife,Spain,TFN,"{'lat': 28.482653, 'lng': -16.341536}",66,1057
Phoenix-Mesa Gateway,Mesa,United States,AZA,"{'lat': 33.307833, 'lng': -111.655}",64,6505
James M Cox Dayton Intl,Dayton,United States,DAY,"{'lat': 39.902375, 'lng': -84.219375}",64,3627
Eduardo Gomes Intl,Manaus,Brazil,MAO,"{'lat': -3.038611, 'lng': -60.049721}",64,2551
Wellington Intl,Wellington,New Zealand,WLG,"{'lat': -41.327221, 'lng': 174.805278}",64,2042
Lokpriya Gopinath Bordoloi International Airport,Guwahati,India,GAU,"{'lat': 26.106092, 'lng': 91.585939}",63,6173
Cardiff,Cardiff,United Kingdom,CWL,"{'lat': 51.396667, 'lng': -3.343333}",63,488
Bodrum - Milas,Bodrum,Turkey,BJV,"{'lat': 37.249, 'lng': 27.667}",63,4315
Hato,Willemstad,Netherlands Antilles,CUR,"{'lat': 12.188853, 'lng': -68.959803}",63,2897
Skavsta,Stockholm,Sweden,NYO,"{'lat': 58.788636, 'lng': 16.912189}",62,699
Mc Ghee Tyson,Knoxville,United States,TYS,"{'lat': 35.810972, 'lng': -83.994028}",62,3676
Tucson Intl,Tucson,United States,TUS,"{'lat': 32.116083, 'lng': -110.941028}",62,3636
St Petersburg Clearwater Intl,St. Petersburg,United States,PIE,"{'lat': 27.910167, 'lng': -82.687389}",62,3617
Sendai,Sendai,Japan,SDJ,"{'lat': 38.139722, 'lng': 140.916944}",62,2347
Providenciales,Providenciales,Turks and Caicos Islands,PLS,"{'lat': 21.773625, 'lng': -72.265886}",62,1754
Alghero,Alghero,Italy,AHO,"{'lat': 40.632133, 'lng': 8.290772}",62,1517
Calicut,Calicut,India,CCJ,"{'lat': 11.136839, 'lng': 75.9553}",61,3137
Phnom Penh Intl,Phnom-penh,Cambodia,PNH,"{'lat': 11.546556, 'lng': 104.844139}",61,3034
Santos Dumont,Rio De Janeiro,Brazil,SDU,"{'lat': -22.910461, 'lng': -43.163133}",61,2612
Lhasa-Gonggar,Lhasa,China,LXA,"{'lat': 29.297778, 'lng': 90.911944}",60,4097
Erbil Intl,Erbil,Iraq,EBL,"{'lat': 36.237611, 'lng': 43.963158}",60,3989
Albany Intl,Albany,United States,ALB,"{'lat': 42.748267, 'lng': -73.801692}",60,3864
Greater Rochester Intl,Rochester,United States,ROC,"{'lat': 43.118866, 'lng': -77.672389}",60,3622
Osh,Osh,Kyrgyzstan,OSS,"{'lat': 40.608989, 'lng': 72.793269}",60,2913
Nnamdi Azikiwe Intl,Abuja,Nigeria,ABV,"{'lat': 9.006792, 'lng': 7.263172}",60,260
Peshawar Intl,Peshawar,Pakistan,PEW,"{'lat': 33.993911, 'lng': 71.514581}",60,2219
Zhangxiao,Yuncheng,China,YCU,"{'lat': 35.018, 'lng': 110.993}",58,6430
Baotou Airport,Baotou,China,BAV,"{'lat': 40.56, 'lng': 109.997}",58,6346
Shannon,Shannon,Ireland,SNN,"{'lat': 52.701978, 'lng': -8.924817000000001}",58,603
Greenville-Spartanburg International,Greenville,United States,GSP,"{'lat': 34.895556, 'lng': -82.218889}",58,4034
Adi Sutjipto,Yogyakarta,Indonesia,JOG,"{'lat': -7.788181, 'lng': 110.431758}",58,3898
Adams Fld,Little Rock,United States,LIT,"{'lat': 34.729444, 'lng': -92.224306}",58,3660
Subang-Sultan Abdul Aziz Shah Intl,Kuala Lumpur,Malaysia,SZB,"{'lat': 3.130583, 'lng': 101.549333}",58,3408
Goa,Goa,India,GOI,"{'lat': 15.380832999999999, 'lng': 73.831422}",58,3007
Le Raizet,Pointe-a-pitre,Guadeloupe,PTP,"{'lat': 16.265306, 'lng': -61.531806}",58,2881
Ching Chuang Kang,Taichung,Taiwan,RMQ,"{'lat': 24.264668, 'lng': 120.62058}",58,2268
Yellowknife,Yellowknife,Canada,YZF,"{'lat': 62.462778, 'lng': -114.440278}",58,196
Norman Manley Intl,Kingston,Jamaica,KIN,"{'lat': 17.935667, 'lng': -76.7875}",58,1779
Des Moines Intl,Des Moines,United States,DSM,"{'lat': 41.533972, 'lng': -93.663083}",57,3729
Bethel,Bethel,United States,BET,"{'lat': 60.779778, 'lng': -161.838}",57,3599
Alfonso Bonilla Aragon Intl,Cali,Colombia,CLO,"{'lat': 3.543222, 'lng': -76.381583}",57,2715
Quebec Jean Lesage Intl,Quebec,Canada,YQB,"{'lat': 46.791111, 'lng': -71.393333}",57,111
Harare Intl,Harare,Zimbabwe,HRE,"{'lat': -17.931806, 'lng': 31.092847}",57,1005
Pyrzowice,Katowice,Poland,KTW,"{'lat': 50.474253, 'lng': 19.080019}",56,671
Reno Tahoe Intl,Reno,United States,RNO,"{'lat': 39.499108, 'lng': -119.768108}",56,3807
Gerald R Ford Intl,Grand Rapids,United States,GRR,"{'lat': 42.880833, 'lng': -85.522806}",56,3685
Gold Coast,Coolangatta,Australia,OOL,"{'lat': -28.164444, 'lng': 153.504722}",56,3321
Kazan,Kazan,Russia,KZN,"{'lat': 55.606186, 'lng': 49.278728}",56,2990
Rostov Na Donu,Rostov,Russia,ROV,"{'lat': 47.258208, 'lng': 39.818089}",56,2964
Port Vila Bauerfield,Port-vila,Vanuatu,VLI,"{'lat': -17.699325, 'lng': 168.319794}",56,1997
Philip S W Goldson Intl,Belize City,Belize,BZE,"{'lat': 17.539144, 'lng': -88.308203}",56,1957
Trapani Birgi,Trapani,Italy,TPS,"{'lat': 37.911403, 'lng': 12.487961}",56,1515
Inezgane,Agadir,Morocco,AGA,"{'lat': 30.381353, 'lng': -9.546311}",56,1064
Tulsa Intl,Tulsa,United States,TUL,"{'lat': 36.198389, 'lng': -95.888111}",55,3855
Theodore Francis Green State,Providence,United States,PVD,"{'lat': 41.732581, 'lng': -71.420383}",55,3641
Senou,Bamako,Mali,BKO,"{'lat': 12.533544, 'lng': -7.949944}",55,1044
Ndjili Intl,Kinshasa,Congo (Kinshasa),FIH,"{'lat': -4.38575, 'lng': 15.444569}",55,1020
Ivato,Antananarivo,Madagascar,TNR,"{'lat': -18.79695, 'lng': 47.478806}",54,918
Bromma,Stockholm,Sweden,BMA,"{'lat': 59.354372, 'lng': 17.94165}",54,738
Kurumoch,Samara,Russia,KUF,"{'lat': 53.5, 'lng': 50.15}",54,4118
Hang Nadim,Batam,Indonesia,BTH,"{'lat': 1.121028, 'lng': 104.118753}",54,3903
Fairbanks Intl,Fairbanks,United States,FAI,"{'lat': 64.815114, 'lng': -147.856267}",54,3832
Kabul Intl,Kabul,Afghanistan,KBL,"{'lat': 34.565853, 'lng': 69.212328}",54,2050
Warsaw Modlin,Warsaw,Poland,WMI,"{'lat': 52.451111, 'lng': 20.651667}",52,8414
Langnes,Tromso,Norway,TOS,"{'lat': 69.683333, 'lng': 18.918919}",52,663
Tunxi International Airport,Huangshan,China,TXN,"{'lat': 29.7333, 'lng': 118.256}",52,6387
Syracuse Hancock Intl,Syracuse,United States,SYR,"{'lat': 43.111187, 'lng': -76.106311}",52,3745
Kuching Intl,Kuching,Malaysia,KCH,"{'lat': 1.484697, 'lng': 110.346933}",52,3263
Sochi,Sochi,Russia,AER,"{'lat': 43.449928, 'lng': 39.956589}",52,2965
Knevichi,Vladivostok,Russia,VVO,"{'lat': 43.398953, 'lng': 132.148017}",52,2934
Jose Maria Cordova,Rio Negro,Colombia,MDE,"{'lat': 6.164536, 'lng': -75.423119}",52,2745
Zadar,Zadar,Croatia,ZAD,"{'lat': 44.108269, 'lng': 15.346697}",52,1209
Maya Maya,Brazzaville,Congo (Brazzaville),BZV,"{'lat': -4.2517, 'lng': 15.253031}",51,883
Piedmont Triad,Greensboro,United States,GSO,"{'lat': 36.09775, 'lng': -79.937306}",51,4008
Palm Springs Intl,Palm Springs,United States,PSP,"{'lat': 33.829667, 'lng': -116.506694}",51,3839
El Alto Intl,La Paz,Bolivia,LPB,"{'lat': -16.513339, 'lng': -68.192256}",51,2762
Owen Roberts Intl,Georgetown,Cayman Islands,GCM,"{'lat': 19.292778, 'lng': -81.35775}",51,1926
Ordos Ejin Horo,Dongsheng,China,DSN,"{'lat': 39.85, 'lng': 110.033}",50,6434
Ontario Intl,Ontario,United States,ONT,"{'lat': 34.056, 'lng': -117.601194}",50,3734
Wattay Intl,Vientiane,Laos,VTE,"{'lat': 17.988322, 'lng': 102.563256}",50,3120
Lamezia Terme,Lamezia,Italy,SUF,"{'lat': 38.905394, 'lng': 16.242269}",50,1508
Benina,Benghazi,Libya,BEN,"{'lat': 32.096786, 'lng': 20.269472}",50,1154
Exeter,Exeter,United Kingdom,EXT,"{'lat': 50.734444, 'lng': -3.413889}",49,552
Nome,Nome,United States,OME,"{'lat': 64.512203, 'lng': -165.445247}",49,3615
Leon M Ba,Libreville,Gabon,LBV,"{'lat': 0.4586, 'lng': 9.412283}",48,970
Yichang Airport,Yichang,China,YIH,"{'lat': 30.671, 'lng': 111.441}",48,6361
NW Arkansas Regional,Bentonville,United States,XNA,"{'lat': 36.2818694, 'lng': -94.3068111}",48,4356
